200.31	1.56
200.78	1.56
201.25	1.55
201.72	1.55
202.19	1.55
202.66	1.55
203.13	1.55
203.60	1.55
204.07	1.55
204.54	1.55
205.01	1.55
205.48	1.55
205.95	1.55
206.42	1.55
206.89	1.55
207.36	1.55
207.83	1.55
208.30	1.55
208.77	1.55
209.24	1.55
209.71	1.54
210.18	1.54
210.65	1.54
211.12	1.54
211.59	1.54
212.06	1.54
212.53	1.54
213.00	1.54
213.47	1.54
213.94	1.54
214.41	1.54
214.88	1.54
215.35	1.54
215.82	1.54
216.29	1.54
216.76	1.54
217.23	1.54
217.70	1.54
218.17	1.54
218.64	1.54
219.11	1.54
219.58	1.54
220.05	1.53
220.52	1.53
220.99	1.53
221.45	1.53
221.92	1.53
222.39	1.53
222.86	1.53
223.33	1.53
223.80	1.53
224.27	1.53
224.74	1.53
225.21	1.53
225.68	1.53
226.15	1.53
226.61	1.53
227.08	1.53
227.55	1.53
228.02	1.53
228.49	1.53
228.96	1.53
229.43	1.53
229.90	1.53
230.37	1.53
230.83	1.53
231.30	1.53
231.77	1.53
232.24	1.52
232.71	1.52
233.18	1.52
233.65	1.52
234.11	1.52
234.58	1.52
235.05	1.52
235.52	1.52
235.99	1.52
236.46	1.52
236.93	1.52
237.39	1.52
237.86	1.52
238.33	1.52
238.80	1.52
239.27	1.52
239.73	1.52
240.20	1.52
240.67	1.52
241.14	1.52
241.61	1.52
242.08	1.52
242.54	1.52
243.01	1.52
243.48	1.52
243.95	1.52
244.41	1.52
244.88	1.52
245.35	1.52
245.82	1.52
246.29	1.52
246.75	1.52
247.22	1.52
247.69	1.51
248.16	1.51
248.62	1.51
249.09	1.51
249.56	1.51
250.03	1.51
250.49	1.51
250.96	1.51
251.43	1.51
251.90	1.51
252.36	1.51
252.83	1.51
253.30	1.51
253.77	1.51
254.23	1.51
254.70	1.51
255.17	1.51
255.64	1.51
256.10	1.51
256.57	1.51
257.04	1.51
257.50	1.51
257.97	1.51
258.44	1.51
258.90	1.51
259.37	1.51
259.84	1.51
260.31	1.51
260.77	1.51
261.24	1.51
261.71	1.51
262.17	1.51
262.64	1.51
263.11	1.51
263.57	1.51
264.04	1.51
264.51	1.51
264.97	1.51
265.44	1.51
265.91	1.51
266.37	1.51
266.84	1.51
267.31	1.51
267.77	1.50
268.24	1.50
268.70	1.50
269.17	1.50
269.64	1.50
270.10	1.50
270.57	1.50
271.04	1.50
271.50	1.50
271.97	1.50
272.43	1.50
272.90	1.50
273.37	1.50
273.83	1.50
274.30	1.50
274.77	1.50
275.23	1.50
275.70	1.50
276.16	1.50
276.63	1.50
277.09	1.50
277.56	1.50
278.03	1.50
278.49	1.50
278.96	1.50
279.42	1.50
279.89	1.50
280.36	1.50
280.82	1.50
281.29	1.50
281.75	1.50
282.22	1.50
282.68	1.50
283.15	1.50
283.61	1.50
284.08	1.50
284.55	1.50
285.01	1.50
285.48	1.50
285.94	1.50
286.41	1.50
286.87	1.50
287.34	1.50
287.80	1.50
288.27	1.50
288.73	1.50
289.20	1.50
289.66	1.50
290.13	1.50
290.59	1.50
291.06	1.50
291.52	1.50
291.99	1.50
292.45	1.50
292.92	1.50
293.38	1.50
293.85	1.50
294.31	1.50
294.78	1.50
295.24	1.50
295.71	1.49
296.17	1.49
296.64	1.49
297.10	1.49
297.57	1.49
298.03	1.49
298.49	1.49
298.96	1.49
299.42	1.49
299.89	1.49
300.35	1.49
300.82	1.49
301.28	1.49
301.75	1.49
302.21	1.49
302.67	1.49
303.14	1.49
303.60	1.49
304.07	1.49
304.53	1.49
305.00	1.49
305.46	1.49
305.92	1.49
306.39	1.49
306.85	1.49
307.32	1.49
307.78	1.49
308.24	1.49
308.71	1.49
309.17	1.49
309.64	1.49
310.10	1.49
310.56	1.49
311.03	1.49
311.49	1.49
311.96	1.49
312.42	1.49
312.88	1.49
313.35	1.49
313.81	1.49
314.27	1.49
314.74	1.49
315.20	1.49
315.67	1.49
316.13	1.49
316.59	1.49
317.06	1.49
317.52	1.49
317.98	1.49
318.45	1.49
318.91	1.49
319.37	1.49
319.84	1.49
320.30	1.49
320.76	1.49
321.23	1.49
321.69	1.49
322.15	1.49
322.62	1.49
323.08	1.49
323.54	1.49
324.00	1.49
324.47	1.49
324.93	1.49
325.39	1.49
325.86	1.49
326.32	1.49
326.78	1.49
327.25	1.49
327.71	1.49
328.17	1.49
328.63	1.49
329.10	1.49
329.56	1.49
330.02	1.49
330.48	1.49
330.95	1.49
331.41	1.49
331.87	1.49
332.34	1.49
332.80	1.49
333.26	1.49
333.72	1.49
334.19	1.49
334.65	1.49
335.11	1.49
335.57	1.49
336.04	1.49
336.50	1.49
336.96	1.48
337.42	1.48
337.88	1.48
338.35	1.48
338.81	1.48
339.27	1.48
339.73	1.48
